price,room_type,neighbourhood_group,average_price,average_minimum_nights,total_number_of_reviews,average_reviews_per_month
395,Entire home/apt,Brooklyn,395.0,3.75,142,0.68625
395,Entire home/apt,Manhattan,395.0,3.5,326,1.5905555555555555
395,Entire home/apt,Queens,395.0,7.0,50,0.8
395,Private room,Queens,395.0,1.0,1,1.0
396,Entire home/apt,Manhattan,396.0,1.75,35,2.94
398,Entire home/apt,Manhattan,398.0,2.6666666666666665,45,1.9366666666666668
398,Entire home/apt,Queens,398.0,4.5,103,1.6949999999999998
399,Entire home/apt,Bronx,399.0,2.0,25,1.79
399,Entire home/apt,Brooklyn,399.0,2.7857142857142856,347,1.8757142857142857
399,Entire home/apt,Manhattan,399.0,3.3157894736842106,1397,1.84
399,Entire home/apt,Queens,399.0,2.0,17,2.3
399,Private room,Brooklyn,399.0,1.0,1,0.1
399,Private room,Manhattan,399.0,2.3333333333333335,45,1.9944444444444445
400,Entire home/apt,Brooklyn,400.0,3.0,442,0.9332258064516129
400,Entire home/apt,Manhattan,400.0,3.102272727272727,1433,1.0999999999999999
400,Entire home/apt,Queens,400.0,2.0,90,0.7628571428571428
400,Private room,Brooklyn,400.0,1.0,116,2.0100000000000002
400,Private room,Manhattan,400.0,4.333333333333333,37,0.9433333333333334
400,Shared room,Brooklyn,400.0,1.0,2,0.06
402,Entire home/apt,Brooklyn,402.0,3.0,89,0.97
403,Entire home/apt,Manhattan,403.0,3.0,12,1.175
404,Entire home/apt,Manhattan,404.0,2.0,25,2.7249999999999996
407,Entire home/apt,Manhattan,407.0,2.0,9,2.18
408,Entire home/apt,Brooklyn,408.0,3.0,88,2.68
408,Entire home/apt,Manhattan,408.0,2.0,5,0.8999999999999999
409,Entire home/apt,Brooklyn,409.0,1.0,1,0.03
409,Entire home/apt,Manhattan,409.0,1.75,145,2.0875
410,Private room,Manhattan,410.0,1.0,1,0.5
412,Entire home/apt,Manhattan,412.0,1.5,82,3.76
414,Entire home/apt,Brooklyn,414.0,3.0,2,0.06
415,Entire home/apt,Brooklyn,415.0,3.5,4,0.065
415,Entire home/apt,Manhattan,415.0,3.0,100,2.505
415,Private room,Manhattan,415.0,1.0,2,0.23
416,Entire home/apt,Manhattan,416.0,3.0,44,1.9449999999999998
417,Entire home/apt,Manhattan,417.0,3.0,1,1.0
418,Entire home/apt,Brooklyn,418.0,2.0,20,3.97
418,Entire home/apt,Manhattan,418.0,1.0,16,2.81
419,Entire home/apt,Manhattan,419.0,3.0,18,0.8525
420,Entire home/apt,Manhattan,420.0,2.6666666666666665,395,2.5366666666666666
420,Private room,Manhattan,420.0,3.0,182,2.39
422,Entire home/apt,Manhattan,422.0,5.0,58,2.6
425,Entire home/apt,Brooklyn,425.0,4.25,47,0.9675
425,Entire home/apt,Manhattan,425.0,2.75,530,1.824375
425,Private room,Brooklyn,425.0,5.0,6,0.66
425,Private room,Manhattan,425.0,2.0,39,0.6225
425,Private room,Queens,425.0,1.0,11,0.58
428,Entire home/apt,Manhattan,428.0,3.0,1,1.0
429,Entire home/apt,Manhattan,429.0,5.0,2,2.0
429,Entire home/apt,Staten Island,429.0,2.0,4,0.09
429,Private room,Manhattan,429.0,2.0,119,4.33
430,Entire home/apt,Manhattan,430.0,1.5,34,0.72
430,Private room,Manhattan,430.0,1.0,4,1.97
431,Entire home/apt,Manhattan,431.0,2.0,10,2.11
432,Entire home/apt,Manhattan,432.0,1.5,23,2.23
433,Entire home/apt,Manhattan,433.0,5.0,108,1.44
434,Entire home/apt,Manhattan,434.0,5.0,1,0.05
435,Entire home/apt,Manhattan,435.0,4.0,10,0.23
436,Entire home/apt,Brooklyn,436.0,3.0,9,0.37
438,Entire home/apt,Manhattan,438.0,5.0,6,3.1
438,Private room,Brooklyn,438.0,1.0,43,0.46
439,Entire home/apt,Manhattan,439.0,5.0,79,1.15
440,Entire home/apt,Brooklyn,440.0,4.0,23,0.47
440,Entire home/apt,Manhattan,440.0,2.5,7,0.35
442,Entire home/apt,Manhattan,442.0,1.0,12,4.5
443,Entire home/apt,Manhattan,443.0,1.0,58,4.835
444,Entire home/apt,Brooklyn,444.0,1.0,15,2.49
444,Entire home/apt,Manhattan,444.0,1.0,2,2.0
445,Entire home/apt,Brooklyn,445.0,5.0,1,0.02
445,Entire home/apt,Manhattan,445.0,2.0,1,1.0
447,Entire home/apt,Manhattan,447.0,3.0,6,2.125
449,Entire home/apt,Brooklyn,449.0,2.5,111,2.645
449,Entire home/apt,Manhattan,449.0,2.857142857142857,46,1.657142857142857
450,Entire home/apt,Bronx,450.0,2.0,127,0.9899999999999999
450,Entire home/apt,Brooklyn,450.0,2.838709677419355,544,0.7767741935483871
450,Entire home/apt,Manhattan,450.0,2.9622641509433962,1045,1.328867924528302
450,Entire home/apt,Queens,450.0,2.0,50,0.9966666666666667
450,Private room,Brooklyn,450.0,1.0,1,0.03
450,Private room,Manhattan,450.0,1.0,3,2.43
451,Entire home/apt,Brooklyn,451.0,2.0,72,0.86
451,Entire home/apt,Manhattan,451.0,2.0,15,4.37
453,Entire home/apt,Manhattan,453.0,1.0,16,3.72
454,Entire home/apt,Manhattan,454.0,2.0,11,3.33
459,Entire home/apt,Brooklyn,459.0,4.0,1,1.0
459,Entire home/apt,Manhattan,459.0,1.0,66,3.165
460,Entire home/apt,Brooklyn,460.0,1.3333333333333333,65,1.8366666666666667
460,Entire home/apt,Manhattan,460.0,2.3333333333333335,24,0.8766666666666666
460,Entire home/apt,Queens,460.0,1.0,49,2.55
462,Entire home/apt,Manhattan,462.0,2.0,3,0.1
465,Entire home/apt,Brooklyn,465.0,3.0,3,3.0
465,Entire home/apt,Manhattan,465.0,3.0,152,1.4
468,Entire home/apt,Manhattan,468.0,2.0,11,3.0
470,Entire home/apt,Manhattan,470.0,2.0,12,1.9766666666666666
471,Entire home/apt,Manhattan,471.0,3.0,1,0.42
472,Entire home/apt,Manhattan,472.0,2.0,26,2.5033333333333334
474,Entire home/apt,Manhattan,474.0,2.0,9,4.22
475,Entire home/apt,Brooklyn,475.0,3.0,65,1.2328571428571427
475,Entire home/apt,Manhattan,475.0,2.6666666666666665,66,2.1133333333333333
475,Private room,Brooklyn,475.0,3.0,1,0.02
475,Private room,Queens,475.0,1.0,7,0.37
477,Private room,Brooklyn,477.0,2.0,1,0.03
478,Entire home/apt,Manhattan,478.0,2.0,31,2.34
479,Entire home/apt,Manhattan,479.0,2.5,64,2.9125
480,Entire home/apt,Brooklyn,480.0,3.0,21,1.5566666666666666
480,Entire home/apt,Manhattan,480.0,3.6666666666666665,111,2.0100000000000002
484,Entire home/apt,Manhattan,484.0,2.0,115,2.975
485,Entire home/apt,Manhattan,485.0,4.5,75,0.7783333333333333
485,Entire home/apt,Queens,485.0,1.0,24,2.99
487,Entire home/apt,Manhattan,487.0,4.0,50,2.61
488,Entire home/apt,Manhattan,488.0,3.0,14,3.65
489,Entire home/apt,Manhattan,489.0,3.5,106,2.0966666666666667
490,Entire home/apt,Brooklyn,490.0,4.0,2,0.515
490,Entire home/apt,Manhattan,490.0,2.3333333333333335,20,1.61
495,Entire home/apt,Brooklyn,495.0,3.4285714285714284,206,1.217142857142857
495,Entire home/apt,Manhattan,495.0,3.642857142857143,274,1.042142857142857
496,Entire home/apt,Brooklyn,496.0,3.0,20,0.92
498,Entire home/apt,Manhattan,498.0,2.0,8,2.5
499,Entire home/apt,Brooklyn,499.0,4.5,139,0.515
499,Entire home/apt,Manhattan,499.0,2.9696969696969697,899,2.220909090909091
499,Private room,Manhattan,499.0,3.0,19,0.285
500,Entire home/apt,Bronx,500.0,2.0,19,0.56
500,Entire home/apt,Brooklyn,500.0,2.857142857142857,965,1.0335714285714286
500,Entire home/apt,Manhattan,500.0,3.1311475409836067,980,1.5973770491803279
500,Entire home/apt,Queens,500.0,2.0,33,0.3833333333333333
500,Private room,Brooklyn,500.0,2.6666666666666665,34,1.5966666666666667
500,Private room,Manhattan,500.0,1.3333333333333333,20,0.37166666666666676
500,Shared room,Queens,500.0,2.0,15,0.39
503,Entire home/apt,Manhattan,503.0,2.0,12,1.7200000000000002
505,Entire home/apt,Manhattan,505.0,2.0,15,2.685
506,Entire home/apt,Brooklyn,506.0,1.0,8,2.18
509,Entire home/apt,Queens,509.0,3.0,7,0.2
510,Entire home/apt,Manhattan,510.0,3.0,12,0.24
515,Entire home/apt,Manhattan,515.0,2.0,31,6.84
519,Entire home/apt,Manhattan,519.0,2.0,10,1.86
520,Entire home/apt,Brooklyn,520.0,3.0,1,0.16
520,Entire home/apt,Manhattan,520.0,3.0,21,1.5866666666666667
524,Entire home/apt,Manhattan,524.0,3.0,57,1.14
525,Entire home/apt,Brooklyn,525.0,3.6,50,0.288
525,Entire home/apt,Manhattan,525.0,3.142857142857143,192,1.4057142857142857
525,Private room,Brooklyn,525.0,1.0,36,0.99
530,Entire home/apt,Brooklyn,530.0,3.0,8,0.9
530,Private room,Manhattan,530.0,4.0,7,0.31
531,Entire home/apt,Brooklyn,531.0,1.0,119,2.71
539,Entire home/apt,Manhattan,539.0,1.0,13,7.36
540,Entire home/apt,Manhattan,540.0,2.5,73,2.405
545,Entire home/apt,Brooklyn,545.0,2.0,6,0.12
545,Entire home/apt,Manhattan,545.0,3.0,90,1.7866666666666668
545,Entire home/apt,Queens,545.0,1.0,31,1.2
549,Entire home/apt,Manhattan,549.0,4.666666666666667,32,2.4266666666666667
550,Entire home/apt,Brooklyn,550.0,2.642857142857143,370,1.3664285714285715
550,Entire home/apt,Manhattan,550.0,2.875,429,2.05625
550,Private room,Brooklyn,550.0,3.0,5,0.1
555,Entire home/apt,Manhattan,555.0,3.0,111,1.63
560,Entire home/apt,Manhattan,560.0,1.0,1,0.31
573,Entire home/apt,Manhattan,573.0,3.0,1,0.11
575,Entire home/apt,Brooklyn,575.0,3.3333333333333335,51,0.48666666666666664
575,Entire home/apt,Manhattan,575.0,1.6666666666666667,678,4.066666666666666
577,Entire home/apt,Manhattan,577.0,2.0,2,1.3
577,Private room,Manhattan,577.0,2.0,1,0.1
578,Entire home/apt,Manhattan,578.0,5.0,70,2.84
584,Entire home/apt,Manhattan,584.0,5.0,89,2.62
585,Entire home/apt,Brooklyn,585.0,2.0,37,1.2149999999999999
585,Entire home/apt,Manhattan,585.0,2.5,8,0.615
587,Private room,Manhattan,587.0,1.0,3,0.16
589,Entire home/apt,Manhattan,589.0,5.5,13,2.245
590,Entire home/apt,Manhattan,590.0,2.0,42,4.33
590,Private room,Manhattan,590.0,2.0,6,0.6
595,Entire home/apt,Brooklyn,595.0,2.5,35,1.9025
595,Entire home/apt,Manhattan,595.0,3.0,260,1.3285714285714287
599,Entire home/apt,Brooklyn,599.0,1.75,38,1.4425
599,Entire home/apt,Manhattan,599.0,2.7142857142857144,57,2.085714285714286
599,Private room,Brooklyn,599.0,3.0,16,0.08499999999999999
599,Private room,Manhattan,599.0,3.0,10,0.155
600,Entire home/apt,Brooklyn,600.0,3.066666666666667,256,1.5446666666666669
600,Entire home/apt,Manhattan,600.0,2.92,729,1.7904
600,Entire home/apt,Queens,600.0,2.0,4,0.915
600,Private room,Queens,600.0,2.0,5,0.27
612,Entire home/apt,Manhattan,612.0,1.0,15,3.52
615,Entire home/apt,Manhattan,615.0,4.5,88,1.8050000000000002
616,Private room,Manhattan,616.0,2.0,5,2.46
619,Entire home/apt,Brooklyn,619.0,5.0,9,0.23
620,Entire home/apt,Manhattan,620.0,3.0,42,2.37
625,Entire home/apt,Manhattan,625.0,3.6666666666666665,48,1.3733333333333333
625,Entire home/apt,Staten Island,625.0,4.0,1,0.02
639,Entire home/apt,Manhattan,639.0,3.0,4,0.38
640,Private room,Brooklyn,640.0,3.0,3,0.2
647,Entire home/apt,Brooklyn,647.0,5.0,4,0.25
649,Entire home/apt,Manhattan,649.0,2.0,60,1.86
649,Private room,Manhattan,649.0,2.5,14,0.21000000000000002
650,Entire home/apt,Brooklyn,650.0,2.4166666666666665,211,1.4974999999999998
650,Entire home/apt,Manhattan,650.0,3.130434782608696,460,0.9852173913043478
655,Private room,Manhattan,655.0,3.0,1,0.02
659,Entire home/apt,Brooklyn,659.0,4.0,4,3.0
670,Entire home/apt,Bronx,670.0,1.0,2,0.34
672,Entire home/apt,Manhattan,672.0,2.0,26,0.55
675,Entire home/apt,Manhattan,675.0,5.0,3,0.05
689,Entire home/apt,Brooklyn,689.0,2.0,18,1.61
690,Entire home/apt,Brooklyn,690.0,1.0,91,2.28
690,Entire home/apt,Manhattan,690.0,2.0,3,0.9550000000000001
692,Entire home/apt,Manhattan,692.0,1.0,33,4.36
695,Entire home/apt,Brooklyn,695.0,2.0,1,1.0
699,Entire home/apt,Manhattan,699.0,3.1176470588235294,306,1.2711764705882354
699,Private room,Manhattan,699.0,3.0,10,0.075
700,Entire home/apt,Brooklyn,700.0,2.5714285714285716,25,0.19857142857142857
700,Entire home/apt,Manhattan,700.0,3.3181818181818183,471,1.5613636363636365
700,Private room,Queens,700.0,1.0,2,0.245
737,Entire home/apt,Manhattan,737.0,3.0,28,0.5488888888888889
745,Entire home/apt,Brooklyn,745.0,4.0,1,0.16
749,Private room,Manhattan,749.0,2.0,5,0.15
750,Entire home/apt,Brooklyn,750.0,2.125,92,1.10875
750,Entire home/apt,Manhattan,750.0,2.8,211,0.986
750,Entire home/apt,Queens,750.0,1.0,14,0.36
750,Private room,Brooklyn,750.0,1.0,4,0.22
760,Entire home/apt,Manhattan,760.0,2.0,7,0.08
785,Entire home/apt,Manhattan,785.0,2.0,85,1.52
789,Entire home/apt,Brooklyn,789.0,2.0,51,2.12
790,Entire home/apt,Manhattan,790.0,1.5,46,1.905
795,Entire home/apt,Brooklyn,795.0,2.0,1,1.0
795,Entire home/apt,Manhattan,795.0,3.25,78,1.05
799,Entire home/apt,Manhattan,799.0,4.333333333333333,79,0.7644444444444445
799,Private room,Manhattan,799.0,3.142857142857143,14,0.06142857142857143
800,Entire home/apt,Brooklyn,800.0,2.75,292,0.3658333333333333
800,Entire home/apt,Manhattan,800.0,2.6923076923076925,162,1.3761538461538463
800,Private room,Brooklyn,800.0,1.0,43,1.64
800,Shared room,Bronx,800.0,2.0,1,0.04
800,Shared room,Manhattan,800.0,2.0,12,1.4
805,Entire home/apt,Manhattan,805.0,4.0,19,2.63
814,Entire home/apt,Manhattan,814.0,3.0,31,0.78
820,Entire home/apt,Manhattan,820.0,1.0,1,1.0
825,Entire home/apt,Brooklyn,825.0,3.0,2,0.19
825,Entire home/apt,Manhattan,825.0,5.0,28,0.59
840,Entire home/apt,Manhattan,840.0,4.0,2,0.31
843,Entire home/apt,Manhattan,843.0,1.0,4,4.0
848,Private room,Manhattan,848.0,1.0,19,1.89
850,Entire home/apt,Manhattan,850.0,2.272727272727273,425,1.5454545454545454
860,Entire home/apt,Brooklyn,860.0,2.0,4,0.49
860,Entire home/apt,Manhattan,860.0,4.0,39,0.67
888,Entire home/apt,Manhattan,888.0,2.0,42,0.86
890,Entire home/apt,Brooklyn,890.0,3.0,26,0.34
890,Entire home/apt,Manhattan,890.0,1.0,2,0.41
895,Entire home/apt,Brooklyn,895.0,2.0,1,1.0
895,Entire home/apt,Manhattan,895.0,1.0,66,1.18
898,Entire home/apt,Manhattan,898.0,2.0,5,3.13
899,Entire home/apt,Manhattan,899.0,4.333333333333333,62,0.6966666666666667
899,Private room,Manhattan,899.0,2.0,2,0.06
900,Entire home/apt,Manhattan,900.0,2.75,64,0.66
900,Private room,Brooklyn,900.0,1.0,1,0.03
900,Private room,Queens,900.0,1.0,127,5.37
945,Entire home/apt,Manhattan,945.0,2.0,13,3.9799999999999995
949,Entire home/apt,Manhattan,949.0,2.0,6,2.02
949,Private room,Manhattan,949.0,2.0,7,0.36
950,Entire home/apt,Brooklyn,950.0,4.0,19,0.62
950,Entire home/apt,Manhattan,950.0,3.5,77,0.6775
950,Private room,Manhattan,950.0,3.0,47,2.8400000000000003
956,Entire home/apt,Manhattan,956.0,4.0,2,0.29
975,Entire home/apt,Manhattan,975.0,3.0,9,0.33
985,Entire home/apt,Brooklyn,985.0,2.0,20,1.6
990,Private room,Manhattan,990.0,2.0,1,1.0
995,Entire home/apt,Brooklyn,995.0,3.5,44,0.42
995,Entire home/apt,Manhattan,995.0,2.5,23,1.865
999,Entire home/apt,Brooklyn,999.0,1.6666666666666667,237,2.0366666666666666
999,Entire home/apt,Manhattan,999.0,3.5,67,0.455
999,Private room,Manhattan,999.0,1.25,29,1.46625
1000,Entire home/apt,Brooklyn,1000.0,1.8,22,0.278
1000,Entire home/apt,Manhattan,1000.0,2.3157894736842106,360,1.2794736842105263
1000,Entire home/apt,Queens,1000.0,2.0,5,0.27
1020,Entire home/apt,Manhattan,1020.0,1.0,12,0.39
1046,Entire home/apt,Manhattan,1046.0,1.0,10,0.54
1050,Entire home/apt,Brooklyn,1050.0,3.0,121,2.19
1066,Entire home/apt,Manhattan,1066.0,1.0,2,0.2
1067,Entire home/apt,Brooklyn,1067.0,2.0,64,2.51
1075,Entire home/apt,Manhattan,1075.0,1.0,4,0.61
1095,Entire home/apt,Brooklyn,1095.0,2.0,24,1.01
1100,Entire home/apt,Manhattan,1100.0,3.25,46,0.355
1100,Private room,Brooklyn,1100.0,1.0,1,0.03
1100,Private room,Manhattan,1100.0,1.0,1,0.09
1115,Entire home/apt,Manhattan,1115.0,3.0,2,0.38
1150,Entire home/apt,Brooklyn,1150.0,7.0,2,0.04
1177,Entire home/apt,Manhattan,1177.0,3.0,42,2.03
1195,Entire home/apt,Manhattan,1195.0,3.0,136,2.1550000000000002
1200,Entire home/apt,Brooklyn,1200.0,3.0,1,0.09
1200,Entire home/apt,Manhattan,1200.0,3.2857142857142856,105,0.6885714285714286
1250,Entire home/apt,Manhattan,1250.0,4.0,21,2.26
1250,Shared room,Queens,1250.0,1.0,1,0.06
1295,Entire home/apt,Manhattan,1295.0,1.0,1,0.48
1299,Entire home/apt,Manhattan,1299.0,2.0,15,2.62
1300,Entire home/apt,Manhattan,1300.0,5.0,28,0.31
1395,Entire home/apt,Brooklyn,1395.0,1.0,55,0.73
1475,Entire home/apt,Manhattan,1475.0,1.0,1,1.0
1485,Entire home/apt,Brooklyn,1485.0,2.0,6,0.24
1495,Entire home/apt,Manhattan,1495.0,1.0,11,0.22
1497,Entire home/apt,Manhattan,1497.0,1.0,10,2.36
1500,Entire home/apt,Manhattan,1500.0,3.0,43,0.746
1500,Private room,Manhattan,1500.0,4.5,4,0.16
1599,Private room,Manhattan,1599.0,3.0,2,0.08
1750,Entire home/apt,Brooklyn,1750.0,2.0,5,1.65
1795,Entire home/apt,Manhattan,1795.0,1.0,38,1.65
1800,Shared room,Queens,1800.0,3.0,5,0.13
1899,Entire home/apt,Manhattan,1899.0,7.0,18,0.28
1999,Entire home/apt,Manhattan,1999.0,1.0,20,0.39
2000,Entire home/apt,Brooklyn,2000.0,4.0,4,0.035
2000,Entire home/apt,Manhattan,2000.0,1.6666666666666667,31,0.19499999999999998
2000,Private room,Brooklyn,2000.0,5.0,1,0.16
2200,Entire home/apt,Manhattan,2200.0,2.0,6,0.35
2250,Entire home/apt,Manhattan,2250.0,2.0,41,0.78
2300,Entire home/apt,Manhattan,2300.0,3.0,32,0.53
2400,Entire home/apt,Manhattan,2400.0,1.0,2,0.05
2500,Entire home/apt,Brooklyn,2500.0,1.0,1,0.94
2500,Entire home/apt,Manhattan,2500.0,3.0,14,1.38
2590,Entire home/apt,Manhattan,2590.0,1.0,8,0.41
2600,Entire home/apt,Queens,2600.0,6.0,3,1.73
2990,Entire home/apt,Manhattan,2990.0,2.0,69,4.36
3000,Entire home/apt,Manhattan,3000.0,4.0,2,0.575
3613,Entire home/apt,Manhattan,3613.0,1.0,1,1.0
4500,Entire home/apt,Brooklyn,4500.0,1.0,5,0.09
5000,Entire home/apt,Brooklyn,5000.0,2.0,12,0.28
5000,Entire home/apt,Manhattan,5000.0,1.0,4,0.20500000000000002
5000,Private room,Brooklyn,5000.0,6.0,10,0.16
7500,Private room,Brooklyn,7500.0,1.0,8,6.15
8000,Entire home/apt,Brooklyn,8000.0,1.0,1,0.03
9999,Entire home/apt,Manhattan,9999.0,5.0,1,0.02
10000,Entire home/apt,Brooklyn,10000.0,5.0,5,0.16
