price,room_type,neighbourhood_group,average_price,average_minimum_nights,total_number_of_reviews,average_reviews_per_month
120,Entire home/apt,Manhattan,120.0,3.0523560209424083,3926,0.885130890052356
120,Entire home/apt,Queens,120.0,2.4461538461538463,2532,1.792
120,Entire home/apt,Staten Island,120.0,1.75,239,2.19
120,Private room,Bronx,120.0,1.0,30,1.7349999999999999
120,Private room,Brooklyn,120.0,2.324324324324324,2530,1.3771621621621621
120,Private room,Manhattan,120.0,2.536144578313253,4943,1.4874096385542168
120,Private room,Queens,120.0,2.0,861,1.651818181818182
120,Private room,Staten Island,120.0,2.0,5,0.3
120,Shared room,Manhattan,120.0,1.6666666666666667,97,1.0866666666666667
120,Shared room,Queens,120.0,1.0,16,1.62
121,Entire home/apt,Brooklyn,121.0,3.25,102,1.04375
121,Entire home/apt,Manhattan,121.0,2.6666666666666665,220,0.6616666666666667
121,Entire home/apt,Queens,121.0,1.0,13,2.28
121,Private room,Brooklyn,121.0,1.0,8,0.44
121,Private room,Manhattan,121.0,3.0,51,2.42
122,Entire home/apt,Brooklyn,122.0,3.909090909090909,611,1.7100000000000002
122,Entire home/apt,Manhattan,122.0,3.3,390,1.184
122,Entire home/apt,Queens,122.0,2.4,289,2.552
122,Entire home/apt,Staten Island,122.0,1.0,52,2.0
122,Private room,Brooklyn,122.0,2.0,11,0.82
122,Private room,Manhattan,122.0,2.3333333333333335,183,2.3666666666666667
123,Entire home/apt,Brooklyn,123.0,2.6666666666666665,327,1.561111111111111
123,Entire home/apt,Manhattan,123.0,3.4545454545454546,149,0.9781818181818182
123,Entire home/apt,Queens,123.0,1.0,56,2.73
123,Private room,Brooklyn,123.0,2.5,301,2.9050000000000002
123,Private room,Manhattan,123.0,2.142857142857143,678,3.1942857142857144
124,Entire home/apt,Brooklyn,124.0,2.2666666666666666,757,1.718
124,Entire home/apt,Manhattan,124.0,2.5555555555555554,294,1.28
124,Entire home/apt,Queens,124.0,2.0,1,1.0
124,Private room,Brooklyn,124.0,1.5,76,1.26
124,Private room,Manhattan,124.0,2.125,889,2.66125
125,Entire home/apt,Bronx,125.0,2.272727272727273,690,2.749090909090909
125,Entire home/apt,Brooklyn,125.0,2.784452296819788,10315,1.5720848056537102
125,Entire home/apt,Manhattan,125.0,2.8857142857142857,4947,1.0918285714285714
125,Entire home/apt,Queens,125.0,2.2816901408450705,2395,1.7095774647887323
125,Entire home/apt,Staten Island,125.0,1.8,223,2.502
125,Private room,Bronx,125.0,1.0,45,1.2266666666666668
125,Private room,Brooklyn,125.0,2.409090909090909,2077,1.0698484848484848
125,Private room,Manhattan,125.0,2.0307692307692307,4593,1.4216153846153847
125,Private room,Queens,125.0,1.4444444444444444,207,1.1222222222222222
125,Shared room,Brooklyn,125.0,1.6666666666666667,10,1.0433333333333334
125,Shared room,Manhattan,125.0,1.5,19,0.9349999999999999
126,Entire home/apt,Brooklyn,126.0,1.8181818181818181,597,2.4318181818181817
126,Entire home/apt,Manhattan,126.0,2.5454545454545454,230,1.1881818181818182
126,Private room,Brooklyn,126.0,2.0,15,0.8
126,Private room,Manhattan,126.0,2.0,198,3.0866666666666664
127,Entire home/apt,Brooklyn,127.0,3.0,214,1.3675
127,Entire home/apt,Manhattan,127.0,2.8461538461538463,372,1.2146153846153847
127,Entire home/apt,Queens,127.0,3.5,64,1.12
127,Private room,Manhattan,127.0,2.0,2,0.04
128,Entire home/apt,Brooklyn,128.0,3.411764705882353,609,1.3776470588235294
128,Entire home/apt,Manhattan,128.0,2.6666666666666665,135,1.125
128,Entire home/apt,Queens,128.0,1.6,206,3.7659999999999996
128,Private room,Brooklyn,128.0,2.25,78,0.59
128,Private room,Manhattan,128.0,3.3333333333333335,161,0.895
129,Entire home/apt,Brooklyn,129.0,2.761904761904762,2083,2.010952380952381
129,Entire home/apt,Manhattan,129.0,3.0,1824,1.7724324324324323
129,Entire home/apt,Queens,129.0,2.0,502,2.29125
129,Private room,Brooklyn,129.0,1.8571428571428572,1023,1.502857142857143
129,Private room,Manhattan,129.0,2.1176470588235294,1625,2.6608823529411763
129,Private room,Queens,129.0,1.0,62,1.145
129,Private room,Staten Island,129.0,1.0,40,0.85
130,Entire home/apt,Bronx,130.0,1.3333333333333333,111,2.44
130,Entire home/apt,Brooklyn,130.0,3.175438596491228,5292,1.2701754385964912
130,Entire home/apt,Manhattan,130.0,3.048780487804878,3230,1.0042276422764227
130,Entire home/apt,Queens,130.0,2.6785714285714284,1046,1.6492857142857142
130,Entire home/apt,Staten Island,130.0,1.6666666666666667,61,2.3366666666666664
130,Private room,Brooklyn,130.0,2.4444444444444446,831,1.093888888888889
130,Private room,Manhattan,130.0,2.2535211267605635,2511,1.4932394366197184
130,Private room,Queens,130.0,3.25,258,1.23
130,Shared room,Manhattan,130.0,1.0,1,0.05
131,Entire home/apt,Brooklyn,131.0,3.375,499,1.91125
131,Entire home/apt,Manhattan,131.0,3.0,116,1.1771428571428573
131,Entire home/apt,Queens,131.0,3.0,11,2.87
131,Private room,Manhattan,131.0,2.6666666666666665,255,1.3499999999999999
132,Entire home/apt,Bronx,132.0,1.0,44,3.91
132,Entire home/apt,Brooklyn,132.0,2.7,385,1.072
132,Entire home/apt,Manhattan,132.0,2.111111111111111,172,1.3977777777777778
132,Entire home/apt,Queens,132.0,1.0,114,8.38
132,Private room,Brooklyn,132.0,1.0,143,2.99
132,Private room,Manhattan,132.0,2.5,24,0.54
133,Entire home/apt,Brooklyn,133.0,2.4285714285714284,348,1.707142857142857
133,Entire home/apt,Manhattan,133.0,3.2,195,0.511
133,Private room,Manhattan,133.0,1.75,238,2.415
134,Entire home/apt,Brooklyn,134.0,2.9166666666666665,523,1.8608333333333331
134,Entire home/apt,Manhattan,134.0,2.625,148,1.71625
134,Entire home/apt,Queens,134.0,2.0,17,1.0150000000000001
134,Private room,Manhattan,134.0,2.0,159,1.0975000000000001
135,Entire home/apt,Bronx,135.0,6.0,8,0.32
135,Entire home/apt,Brooklyn,135.0,3.086206896551724,5877,1.6955172413793105
135,Entire home/apt,Manhattan,135.0,2.9148936170212765,3524,1.2357446808510637
135,Entire home/apt,Queens,135.0,2.6296296296296298,1234,2.546666666666667
135,Entire home/apt,Staten Island,135.0,2.5,27,1.125
135,Private room,Brooklyn,135.0,2.466666666666667,565,1.1573333333333333
135,Private room,Manhattan,135.0,2.5306122448979593,2607,2.2348979591836735
135,Private room,Queens,135.0,2.25,27,0.21875
135,Private room,Staten Island,135.0,2.0,65,6.13
136,Entire home/apt,Brooklyn,136.0,2.375,247,1.875
136,Entire home/apt,Manhattan,136.0,1.5,77,1.8325
136,Entire home/apt,Queens,136.0,2.0,17,2.25
136,Private room,Manhattan,136.0,3.0,2,0.78
137,Entire home/apt,Brooklyn,137.0,2.9,386,1.409
137,Entire home/apt,Manhattan,137.0,3.8,67,0.675
137,Entire home/apt,Queens,137.0,1.5,7,1.1500000000000001
137,Private room,Brooklyn,137.0,3.0,44,0.5700000000000001
137,Private room,Manhattan,137.0,1.0,163,3.55
138,Entire home/apt,Brooklyn,138.0,4.285714285714286,342,1.7685714285714285
138,Entire home/apt,Manhattan,138.0,4.0,215,1.5271428571428574
138,Entire home/apt,Queens,138.0,2.25,279,1.915
138,Entire home/apt,Staten Island,138.0,1.0,51,7.18
138,Private room,Brooklyn,138.0,1.0,76,2.3649999999999998
138,Private room,Manhattan,138.0,2.0,142,2.585
139,Entire home/apt,Bronx,139.0,2.5,58,0.745
139,Entire home/apt,Brooklyn,139.0,2.339622641509434,3393,2.0541509433962264
139,Entire home/apt,Manhattan,139.0,2.7906976744186047,1749,1.353953488372093
139,Entire home/apt,Queens,139.0,2.8,52,0.722
139,Private room,Brooklyn,139.0,1.3636363636363635,476,1.6581818181818184
139,Private room,Manhattan,139.0,2.4,488,1.25
139,Private room,Queens,139.0,1.0,3,0.12
140,Entire home/apt,Bronx,140.0,1.8571428571428572,244,2.5828571428571427
140,Entire home/apt,Brooklyn,140.0,3.0451612903225804,5188,1.4435483870967742
140,Entire home/apt,Manhattan,140.0,2.9161290322580644,4310,1.072516129032258
140,Entire home/apt,Queens,140.0,2.689655172413793,641,1.5151724137931033
140,Entire home/apt,Staten Island,140.0,2.0,12,1.57
140,Private room,Bronx,140.0,1.5,34,1.9899999999999998
140,Private room,Brooklyn,140.0,2.4166666666666665,434,1.3466666666666667
140,Private room,Manhattan,140.0,2.3773584905660377,2310,1.4671698113207547
140,Private room,Queens,140.0,2.6,26,0.27999999999999997
141,Entire home/apt,Brooklyn,141.0,4.5,41,0.585
141,Entire home/apt,Manhattan,141.0,4.8,84,0.308
141,Private room,Manhattan,141.0,2.3333333333333335,48,0.6333333333333334
142,Entire home/apt,Bronx,142.0,2.0,31,2.5
142,Entire home/apt,Brooklyn,142.0,3.7857142857142856,684,0.9985714285714286
142,Entire home/apt,Manhattan,142.0,3.0,495,1.6255555555555554
142,Entire home/apt,Queens,142.0,2.0,11,0.46
142,Private room,Bronx,142.0,1.0,125,2.7725
142,Private room,Brooklyn,142.0,3.0,8,0.22
142,Private room,Manhattan,142.0,3.5,52,0.99
143,Entire home/apt,Brooklyn,143.0,2.8,215,1.998
143,Entire home/apt,Manhattan,143.0,2.25,122,1.4425000000000001
143,Entire home/apt,Queens,143.0,2.0,3,0.15
143,Private room,Manhattan,143.0,2.2,70,0.434
144,Entire home/apt,Brooklyn,144.0,2.5833333333333335,536,0.8558333333333333
144,Entire home/apt,Manhattan,144.0,3.125,175,1.58
144,Entire home/apt,Queens,144.0,2.0,145,2.936666666666667
144,Entire home/apt,Staten Island,144.0,1.0,105,2.3
144,Private room,Manhattan,144.0,4.0,20,1.08
145,Entire home/apt,Bronx,145.0,2.8,97,0.99
145,Entire home/apt,Brooklyn,145.0,3.2777777777777777,4916,1.495
145,Entire home/apt,Manhattan,145.0,3.2149532710280373,3586,1.3005607476635515
145,Entire home/apt,Queens,145.0,2.909090909090909,363,2.161818181818182
145,Private room,Bronx,145.0,1.0,7,1.12
145,Private room,Brooklyn,145.0,2.0,215,0.99
145,Private room,Manhattan,145.0,2.1785714285714284,1151,2.305357142857143
145,Private room,Queens,145.0,2.0,75,1.27
146,Entire home/apt,Brooklyn,146.0,2.5,302,2.7624999999999997
146,Entire home/apt,Manhattan,146.0,4.142857142857143,397,1.512857142857143
146,Entire home/apt,Queens,146.0,2.0,7,5.0
146,Private room,Brooklyn,146.0,2.0,22,0.365
146,Private room,Manhattan,146.0,2.5,130,1.955
147,Entire home/apt,Brooklyn,147.0,3.5454545454545454,493,1.2272727272727273
147,Entire home/apt,Manhattan,147.0,3.4444444444444446,232,0.9455555555555555
147,Entire home/apt,Queens,147.0,4.0,20,4.92
147,Private room,Manhattan,147.0,2.1666666666666665,73,0.7766666666666667
147,Private room,Queens,147.0,2.0,6,1.01
147,Shared room,Manhattan,147.0,3.0,9,1.32
148,Entire home/apt,Bronx,148.0,3.0,7,1.74
148,Entire home/apt,Brooklyn,148.0,2.642857142857143,649,2.4514285714285715
148,Entire home/apt,Manhattan,148.0,3.0,668,1.3428571428571427
148,Entire home/apt,Queens,148.0,1.0,24,1.15
148,Private room,Brooklyn,148.0,1.0,31,0.20666666666666667
148,Private room,Manhattan,148.0,2.0,44,0.54
149,Entire home/apt,Bronx,149.0,2.0,97,2.106666666666667
149,Entire home/apt,Brooklyn,149.0,2.8970588235294117,2501,1.6972058823529412
149,Entire home/apt,Manhattan,149.0,3.1904761904761907,1220,1.1047619047619046
149,Entire home/apt,Queens,149.0,2.7058823529411766,421,2.066470588235294
149,Entire home/apt,Staten Island,149.0,2.0,3,0.34
149,Private room,Brooklyn,149.0,1.8461538461538463,234,0.6892307692307693
149,Private room,Manhattan,149.0,2.185185185185185,948,1.6725925925925924
149,Private room,Queens,149.0,1.25,162,0.825
150,Entire home/apt,Bronx,150.0,2.0,385,1.8178571428571428
150,Entire home/apt,Brooklyn,150.0,3.0136186770428015,14526,1.2968287937743193
150,Entire home/apt,Manhattan,150.0,2.9958071278825997,10383,0.9667924528301888
150,Entire home/apt,Queens,150.0,2.592233009708738,2904,1.8877669902912622
150,Entire home/apt,Staten Island,150.0,3.3333333333333335,80,1.3083333333333333
150,Private room,Bronx,150.0,1.0,24,8.37
150,Private room,Brooklyn,150.0,2.5142857142857142,862,0.6315714285714286
150,Private room,Manhattan,150.0,2.2375690607734806,4967,1.6124861878453038
150,Private room,Queens,150.0,1.6666666666666667,80,0.7258333333333332
150,Shared room,Manhattan,150.0,2.0,33,1.35
150,Shared room,Staten Island,150.0,2.0,2,0.22
151,Entire home/apt,Brooklyn,151.0,3.3636363636363638,505,1.0345454545454547
151,Entire home/apt,Manhattan,151.0,3.8,421,1.7013333333333334
151,Entire home/apt,Queens,151.0,2.0,120,3.255
151,Private room,Brooklyn,151.0,3.0,12,0.97
152,Entire home/apt,Brooklyn,152.0,2.375,703,1.9625
152,Entire home/apt,Manhattan,152.0,1.5,97,0.49666666666666665
152,Private room,Brooklyn,152.0,3.5,36,0.22000000000000003
152,Private room,Manhattan,152.0,1.0,39,0.83
153,Entire home/apt,Brooklyn,153.0,3.0,188,1.27
153,Entire home/apt,Manhattan,153.0,1.8,281,0.883
153,Entire home/apt,Queens,153.0,4.0,77,1.62
153,Private room,Brooklyn,153.0,3.0,28,1.0
153,Private room,Manhattan,153.0,1.0,25,3.3
154,Entire home/apt,Brooklyn,154.0,2.4444444444444446,556,2.011111111111111
154,Entire home/apt,Manhattan,154.0,2.727272727272727,415,0.8254545454545454
154,Private room,Manhattan,154.0,4.0,5,0.22
155,Entire home/apt,Bronx,155.0,2.0,43,0.4166666666666667
155,Entire home/apt,Brooklyn,155.0,2.685185185185185,2815,1.723148148148148
155,Entire home/apt,Manhattan,155.0,2.840909090909091,1672,1.5356818181818184
155,Entire home/apt,Queens,155.0,2.5,381,2.132
155,Entire home/apt,Staten Island,155.0,3.0,63,1.29
155,Private room,Brooklyn,155.0,2.2,51,0.352
155,Private room,Manhattan,155.0,1.894736842105263,1606,2.3021052631578947
155,Private room,Queens,155.0,2.0,14,0.33
156,Entire home/apt,Brooklyn,156.0,2.0,30,4.69
156,Entire home/apt,Manhattan,156.0,2.4285714285714284,85,1.0671428571428572
156,Entire home/apt,Queens,156.0,1.3333333333333333,81,2.066666666666667
156,Private room,Brooklyn,156.0,1.0,29,2.33
156,Private room,Manhattan,156.0,4.666666666666667,170,1.7500000000000002
157,Entire home/apt,Brooklyn,157.0,3.142857142857143,137,0.5885714285714286
157,Entire home/apt,Manhattan,157.0,3.0,43,0.45999999999999996
157,Private room,Brooklyn,157.0,1.0,6,0.42
158,Entire home/apt,Brooklyn,158.0,3.0,284,1.2685714285714287
158,Entire home/apt,Manhattan,158.0,2.6153846153846154,541,2.186923076923077
158,Entire home/apt,Queens,158.0,1.0,1,0.03
158,Private room,Brooklyn,158.0,2.0,10,1.0466666666666666
158,Private room,Manhattan,158.0,1.0,132,4.37
159,Entire home/apt,Bronx,159.0,2.5,15,1.2149999999999999
159,Entire home/apt,Brooklyn,159.0,2.588235294117647,1032,1.4829411764705882
159,Entire home/apt,Manhattan,159.0,2.86046511627907,1797,1.5079069767441862
159,Entire home/apt,Queens,159.0,2.8333333333333335,96,1.5
159,Private room,Brooklyn,159.0,2.0,109,1.1175000000000002
159,Private room,Manhattan,159.0,1.5,324,1.8780000000000001
159,Shared room,Brooklyn,159.0,1.0,7,0.31
160,Entire home/apt,Brooklyn,160.0,2.9084967320261437,5661,1.5501960784313726
160,Entire home/apt,Manhattan,160.0,2.9060402684563758,3996,1.3473825503355703
160,Entire home/apt,Queens,160.0,3.0,424,0.8993333333333332
160,Private room,Brooklyn,160.0,1.5714285714285714,264,0.9114285714285714
160,Private room,Manhattan,160.0,2.7941176470588234,776,1.413235294117647
160,Private room,Queens,160.0,1.5,2,0.08
161,Entire home/apt,Brooklyn,161.0,2.0,78,1.205
161,Entire home/apt,Manhattan,161.0,2.1666666666666665,152,2.471666666666667
161,Entire home/apt,Staten Island,161.0,1.0,24,1.82
162,Entire home/apt,Brooklyn,162.0,2.4,355,1.317
162,Entire home/apt,Manhattan,162.0,2.8333333333333335,63,0.6750000000000002
163,Entire home/apt,Brooklyn,163.0,3.5714285714285716,144,0.8328571428571429
163,Entire home/apt,Manhattan,163.0,2.75,83,0.97125
163,Private room,Manhattan,163.0,1.5,426,4.175
164,Entire home/apt,Brooklyn,164.0,1.25,213,0.9175
164,Entire home/apt,Manhattan,164.0,1.8333333333333333,127,1.0283333333333333
164,Private room,Manhattan,164.0,1.0,284,4.78
165,Entire home/apt,Bronx,165.0,2.0,4,0.63
165,Entire home/apt,Brooklyn,165.0,3.0588235294117645,4560,1.7922352941176471
165,Entire home/apt,Manhattan,165.0,3.080357142857143,4423,1.3948214285714287
165,Entire home/apt,Queens,165.0,2.3,337,1.802
165,Entire home/apt,Staten Island,165.0,1.5,159,3.0149999999999997
165,Private room,Brooklyn,165.0,2.0,149,1.13
165,Private room,Manhattan,165.0,2.25,438,1.5483333333333336
165,Private room,Queens,165.0,1.0,2,0.09
165,Shared room,Bronx,165.0,2.0,20,0.85
165,Shared room,Manhattan,165.0,3.0,21,0.29
166,Entire home/apt,Brooklyn,166.0,2.0,17,1.345
166,Entire home/apt,Manhattan,166.0,2.0,89,0.84
166,Entire home/apt,Queens,166.0,4.0,31,3.52
166,Private room,Brooklyn,166.0,1.0,16,0.36
166,Private room,Manhattan,166.0,1.0,1,0.43
166,Private room,Queens,166.0,1.0,8,0.36
167,Entire home/apt,Brooklyn,167.0,2.7142857142857144,201,2.1999999999999997
167,Entire home/apt,Manhattan,167.0,4.0,81,1.764
167,Entire home/apt,Queens,167.0,5.0,1,1.0
167,Private room,Manhattan,167.0,5.0,32,0.39
168,Entire home/apt,Brooklyn,168.0,2.0,293,1.597
168,Entire home/apt,Manhattan,168.0,2.9,312,1.706
168,Entire home/apt,Queens,168.0,3.0,133,2.64
168,Private room,Brooklyn,168.0,7.0,1,0.02
169,Entire home/apt,Brooklyn,169.0,2.6538461538461537,1549,1.708846153846154
169,Entire home/apt,Manhattan,169.0,3.230769230769231,1225,1.5942307692307691
169,Entire home/apt,Queens,169.0,2.25,96,1.7850000000000001
169,Private room,Brooklyn,169.0,2.0,266,1.705
169,Private room,Manhattan,169.0,5.5625,156,0.850625
169,Private room,Queens,169.0,3.0,27,0.78
169,Shared room,Manhattan,169.0,2.0,3,0.07
170,Entire home/apt,Brooklyn,170.0,2.728395061728395,3954,1.6435802469135803
170,Entire home/apt,Manhattan,170.0,2.9150943396226414,2534,1.082452830188679
170,Entire home/apt,Queens,170.0,2.6875,515,1.611875
170,Private room,Brooklyn,170.0,5.0,19,0.57
170,Private room,Manhattan,170.0,3.0,395,0.7100000000000001
170,Private room,Queens,170.0,1.0,5,0.05
171,Entire home/apt,Brooklyn,171.0,2.1666666666666665,398,2.6933333333333334
171,Entire home/apt,Manhattan,171.0,2.3333333333333335,12,3.436666666666666
172,Entire home/apt,Brooklyn,172.0,2.75,332,1.7550000000000001
172,Entire home/apt,Manhattan,172.0,2.5714285714285716,127,1.4957142857142856
172,Private room,Manhattan,172.0,2.0,26,2.455
173,Entire home/apt,Brooklyn,173.0,2.2,334,2.3779999999999997
173,Entire home/apt,Manhattan,173.0,3.0,308,2.1557142857142857
173,Private room,Manhattan,173.0,3.0,4,0.15
174,Entire home/apt,Brooklyn,174.0,2.7142857142857144,368,1.8442857142857143
174,Entire home/apt,Manhattan,174.0,2.5833333333333335,683,1.5991666666666668
174,Entire home/apt,Queens,174.0,1.5,68,1.405
174,Private room,Manhattan,174.0,2.0,228,3.1466666666666665
175,Entire home/apt,Bronx,175.0,2.0,125,1.6460000000000001
175,Entire home/apt,Brooklyn,175.0,2.883720930232558,7792,1.3606511627906979
175,Entire home/apt,Manhattan,175.0,2.78714859437751,5603,0.980281124497992
175,Entire home/apt,Queens,175.0,2.8076923076923075,447,1.588846153846154
175,Entire home/apt,Staten Island,175.0,3.0,22,0.4
175,Private room,Brooklyn,175.0,1.9333333333333333,83,1.2086666666666666
175,Private room,Manhattan,175.0,2.317073170731707,1426,1.296829268292683
175,Private room,Queens,175.0,2.0,53,0.8033333333333333
175,Shared room,Brooklyn,175.0,1.0,7,0.1
175,Shared room,Manhattan,175.0,1.0,1,0.02
176,Entire home/apt,Brooklyn,176.0,3.25,382,2.275
176,Entire home/apt,Manhattan,176.0,4.0,219,1.42
176,Private room,Manhattan,176.0,2.5,246,2.7649999999999997
177,Entire home/apt,Brooklyn,177.0,3.0,559,2.151666666666667
177,Entire home/apt,Manhattan,177.0,2.0,769,2.0414285714285714
178,Entire home/apt,Brooklyn,178.0,2.4,227,1.184
178,Entire home/apt,Manhattan,178.0,2.142857142857143,353,2.801428571428571
178,Entire home/apt,Queens,178.0,5.0,14,1.94
178,Private room,Brooklyn,178.0,2.0,2,0.06
179,Entire home/apt,Brooklyn,179.0,2.96,956,1.5832
179,Entire home/apt,Manhattan,179.0,2.8958333333333335,2264,1.7685416666666667
179,Entire home/apt,Queens,179.0,1.5,274,2.816
179,Private room,Brooklyn,179.0,2.4,67,0.196
179,Private room,Manhattan,179.0,1.588235294117647,549,1.7529411764705882
180,Entire home/apt,Brooklyn,180.0,2.8598130841121496,3301,1.1522429906542058
180,Entire home/apt,Manhattan,180.0,3.046875,4219,1.2863541666666667
180,Entire home/apt,Queens,180.0,2.8125,593,1.5987500000000001
180,Entire home/apt,Staten Island,180.0,1.6666666666666667,334,3.1466666666666665
180,Private room,Brooklyn,180.0,2.4285714285714284,282,0.8185714285714286
180,Private room,Manhattan,180.0,2.088235294117647,1104,1.4561764705882352
180,Private room,Queens,180.0,1.0,8,0.9066666666666666
181,Entire home/apt,Brooklyn,181.0,2.2,433,2.414
181,Entire home/apt,Manhattan,181.0,1.5,185,2.94
181,Private room,Manhattan,181.0,3.0,1,0.12
182,Entire home/apt,Brooklyn,182.0,4.5,145,2.825
182,Entire home/apt,Manhattan,182.0,2.857142857142857,172,2.138571428571429
182,Private room,Manhattan,182.0,1.0,259,3.8000000000000003
183,Entire home/apt,Brooklyn,183.0,2.0,82,3.125
183,Entire home/apt,Manhattan,183.0,1.5,212,2.6799999999999997
184,Entire home/apt,Brooklyn,184.0,3.0,294,1.4716666666666667
184,Entire home/apt,Manhattan,184.0,4.0,33,0.765
184,Entire home/apt,Queens,184.0,2.5,197,2.09
184,Private room,Brooklyn,184.0,2.0,1,0.05
185,Entire home/apt,Brooklyn,185.0,2.7704918032786887,3158,1.5331147540983605
185,Entire home/apt,Manhattan,185.0,2.802325581395349,3719,1.5329069767441863
185,Entire home/apt,Queens,185.0,2.25,112,3.48
185,Entire home/apt,Staten Island,185.0,2.0,15,0.44
185,Private room,Brooklyn,185.0,1.0,22,3.835
185,Private room,Manhattan,185.0,2.625,438,1.8275000000000001
185,Private room,Queens,185.0,2.0,25,0.71
185,Shared room,Brooklyn,185.0,1.0,1,0.02
185,Shared room,Manhattan,185.0,1.0,2,0.11
186,Entire home/apt,Brooklyn,186.0,3.5,106,1.94
186,Entire home/apt,Manhattan,186.0,2.875,688,2.7024999999999997
187,Entire home/apt,Brooklyn,187.0,2.0,9,1.15
187,Entire home/apt,Manhattan,187.0,3.4285714285714284,36,0.43142857142857144
187,Entire home/apt,Queens,187.0,6.0,57,1.33
187,Private room,Bronx,187.0,3.0,4,0.22
187,Private room,Brooklyn,187.0,2.0,31,2.69
187,Private room,Manhattan,187.0,1.0,6,0.26
188,Entire home/apt,Brooklyn,188.0,2.8,325,1.77
188,Entire home/apt,Manhattan,188.0,2.4,32,1.456
188,Entire home/apt,Queens,188.0,1.8,400,2.5420000000000003
188,Private room,Brooklyn,188.0,7.0,1,0.05
188,Private room,Manhattan,188.0,2.0,2,0.09
189,Entire home/apt,Bronx,189.0,1.0,8,0.22
189,Entire home/apt,Brooklyn,189.0,3.392857142857143,1471,1.48
189,Entire home/apt,Manhattan,189.0,2.58,2710,1.6864
189,Entire home/apt,Queens,189.0,2.0,160,3.2183333333333337
189,Private room,Brooklyn,189.0,3.0,55,0.64
189,Private room,Manhattan,189.0,1.6,35,0.40800000000000003
190,Entire home/apt,Bronx,190.0,1.0,19,1.47
190,Entire home/apt,Brooklyn,190.0,2.8974358974358974,2528,1.3484615384615386
190,Entire home/apt,Manhattan,190.0,2.67032967032967,3346,1.409120879120879
190,Entire home/apt,Queens,190.0,2.8461538461538463,202,1.866153846153846
190,Private room,Brooklyn,190.0,1.6666666666666667,90,1.2566666666666666
190,Private room,Manhattan,190.0,2.2857142857142856,130,1.002857142857143
191,Entire home/apt,Brooklyn,191.0,2.0,198,4.01
191,Entire home/apt,Manhattan,191.0,2.3333333333333335,193,1.4233333333333331
191,Private room,Manhattan,191.0,2.0,5,3.0
192,Entire home/apt,Brooklyn,192.0,2.3333333333333335,9,0.12000000000000001
192,Entire home/apt,Manhattan,192.0,2.0,41,0.6
192,Entire home/apt,Queens,192.0,3.0,7,0.08
193,Entire home/apt,Brooklyn,193.0,3.0,164,2.39
193,Entire home/apt,Manhattan,193.0,1.5,83,2.035
193,Private room,Manhattan,193.0,6.0,3,0.13
194,Entire home/apt,Manhattan,194.0,2.6,235,1.297
194,Private room,Manhattan,194.0,2.0,141,2.0
195,Entire home/apt,Bronx,195.0,3.5,3,0.105
195,Entire home/apt,Brooklyn,195.0,2.8904109589041096,3431,1.5893150684931507
195,Entire home/apt,Manhattan,195.0,2.8181818181818183,3426,1.4142727272727271
195,Entire home/apt,Queens,195.0,2.5,691,2.915
195,Entire home/apt,Staten Island,195.0,3.0,106,1.365
195,Private room,Brooklyn,195.0,2.0,72,3.93
195,Private room,Manhattan,195.0,2.6363636363636362,349,0.9672727272727273
195,Private room,Queens,195.0,1.6666666666666667,236,1.3166666666666667
195,Shared room,Brooklyn,195.0,2.0,80,0.98
195,Shared room,Manhattan,195.0,2.0,13,0.16
196,Entire home/apt,Brooklyn,196.0,2.4,456,2.79
196,Entire home/apt,Manhattan,196.0,2.9166666666666665,382,1.2291666666666667
196,Entire home/apt,Queens,196.0,2.0,21,1.87
196,Private room,Brooklyn,196.0,3.0,5,0.65
196,Private room,Manhattan,196.0,1.0,6,3.53
197,Entire home/apt,Brooklyn,197.0,3.3333333333333335,65,1.9666666666666668
197,Entire home/apt,Manhattan,197.0,2.5,668,1.89375
197,Entire home/apt,Queens,197.0,2.5,48,1.505
197,Private room,Manhattan,197.0,3.0,22,0.44333333333333336
198,Entire home/apt,Brooklyn,198.0,3.4,478,1.302
198,Entire home/apt,Manhattan,198.0,2.888888888888889,976,1.0277777777777777
198,Entire home/apt,Queens,198.0,7.0,4,0.18
198,Private room,Manhattan,198.0,2.0,62,0.68
199,Entire home/apt,Bronx,199.0,2.0,81,3.17
199,Entire home/apt,Brooklyn,199.0,2.8684210526315788,2534,1.0344736842105264
199,Entire home/apt,Manhattan,199.0,2.9216867469879517,5706,1.4898192771084338
199,Entire home/apt,Queens,199.0,2.3333333333333335,487,3.2026666666666666
199,Entire home/apt,Staten Island,199.0,1.0,37,1.755
199,Private room,Brooklyn,199.0,2.0,116,0.476
199,Private room,Manhattan,199.0,1.2666666666666666,739,2.385
199,Private room,Queens,199.0,1.0,6,0.26
200,Entire home/apt,Bronx,200.0,1.8333333333333333,165,3.705
200,Entire home/apt,Brooklyn,200.0,2.8415841584158414,5877,1.0247854785478547
200,Entire home/apt,Manhattan,200.0,2.9564270152505445,9966,1.0837037037037038
200,Entire home/apt,Queens,200.0,2.6842105263157894,953,1.485438596491228
200,Entire home/apt,Staten Island,200.0,3.0,62,0.6175
200,Private room,Brooklyn,200.0,2.25,269,0.9135714285714286
200,Private room,Manhattan,200.0,2.2777777777777777,910,0.8444444444444444
200,Private room,Queens,200.0,1.5,119,0.71
200,Shared room,Brooklyn,200.0,1.0,1,0.04
